fips_cd,geo_id,county_name,sex_ratio17_21,median_age17_21,pct_blck17_21,pct_hisplat17_21
20003,0500000US20003,"Anderson County, Kansas",99.6,39.9,0.807692307692308,2.30769230769231
20005,0500000US20005,"Atchison County, Kansas",94.9,36.4,2.56378952508851,3.1620070809425
20007,0500000US20007,"Barber County, Kansas",104.9,43.1,0.382958353279081,6.46242221158449
20009,0500000US20009,"Barton County, Kansas",96.9,38.8,1.31087599190913,15.403765364867
20011,0500000US20011,"Bourbon County, Kansas",96.1,38.9,2.53990284524636,2.99097848716169
20013,0500000US20013,"Brown County, Kansas",99.3,41.5,0.902224087284935,5.39236256819136
20015,0500000US20015,"Butler County, Kansas",102.1,38.5,2.31588629754911,5.18515221648567
20017,0500000US20017,"Chase County, Kansas",100.4,44.3,1.20015485869144,5.65234223770809
20019,0500000US20019,"Chautauqua County, Kansas",110.3,46.1,1.2080141426046,4.39010017678256
20021,0500000US20021,"Cherokee County, Kansas",93.8,43.1,0.748449274619367,2.99892346337212
20023,0500000US20023,"Cheyenne County, Kansas",101.8,45.6,0,7.25349452210049
20025,0500000US20025,"Clark County, Kansas",106.8,48.9,0,4.71414242728185
20027,0500000US20027,"Clay County, Kansas",101.4,42.9,1.66975881261596,2.91898577612863
20029,0500000US20029,"Cloud County, Kansas",103.9,38.6,1.43853048578068,3.60739183357309
20031,0500000US20031,"Coffey County, Kansas",101.7,44.2,0.693696926205,3.32496112905155
20033,0500000US20033,"Comanche County, Kansas",99.9,48.8,0.110558319513543,3.3167495854063
20035,0500000US20035,"Cowley County, Kansas",101.3,38.1,2.26926284908971,11.3376858695965
20037,0500000US20037,"Crawford County, Kansas",105,33,2.10671997539597,6.13050387000871
20039,0500000US20039,"Decatur County, Kansas",100.6,50.2,0.787965616045845,3.33094555873926
20041,0500000US20041,"Dickinson County, Kansas",101.2,41.5,0.985354296790868,5.19599396941633
20043,0500000US20043,"Doniphan County, Kansas",104,41.8,5.07351967147967,2.91429328387866
20045,0500000US20045,"Douglas County, Kansas",98.6,30.7,4.20507203639734,6.51444940601567
20047,0500000US20047,"Edwards County, Kansas",102,42.6,0.171762281003092,21.3672277567846
20049,0500000US20049,"Elk County, Kansas",97.6,50.3,0.08110300081103,4.66342254663423
20051,0500000US20051,"Ellis County, Kansas",98.6,33.7,1.4501782438653,6.13989547641297
20053,0500000US20053,"Ellsworth County, Kansas",127.1,42.3,3.4202717476183,6.21583632672185
20055,0500000US20055,"Finney County, Kansas",107.7,31.8,4.03516093692942,50.5477594032031
20057,0500000US20057,"Ford County, Kansas",108.8,32.6,2.1175855458084,55.7979434148609
20059,0500000US20059,"Franklin County, Kansas",101.6,39.6,0.477786768389011,4.49273687049667
20061,0500000US20061,"Geary County, Kansas",114.6,26.5,17.5384783918497,16.7826039327381
20063,0500000US20063,"Gove County, Kansas",107.2,42.5,0.865176640230714,2.41528478731074
20065,0500000US20065,"Graham County, Kansas",101.7,47.2,4.4189852700491,3.88707037643208
20067,0500000US20067,"Grant County, Kansas",108.7,33,0.0942126514131898,48.5868102288022
20069,0500000US20069,"Gray County, Kansas",103.9,35.4,0,16.3986013986014
20071,0500000US20071,"Greeley County, Kansas",99.5,39.2,0,22.0365950676213
20073,0500000US20073,"Greenwood County, Kansas",103.5,48.2,0.380228136882129,4.16597784757811
20075,0500000US20075,"Hamilton County, Kansas",113.6,36.4,0,33.8646967340591
20077,0500000US20077,"Harper County, Kansas",96.8,41.7,0.144796380090498,6.53393665158371
20079,0500000US20079,"Harvey County, Kansas",96.9,39.3,1.98788449097218,12.3948714932659
20081,0500000US20081,"Haskell County, Kansas",95.9,36.4,0.315540362871417,31.3699710754667
20083,0500000US20083,"Hodgeman County, Kansas",100.8,47.3,0.108049702863317,7.18530524041059
20085,0500000US20085,"Jackson County, Kansas",102.5,40.9,0.285993828554226,5.16294122074208
20087,0500000US20087,"Jefferson County, Kansas",101.5,43.7,0.723179816214453,3.05040508944593
20089,0500000US20089,"Jewell County, Kansas",106.1,52.3,0.375811411001025,2.52818585582508
20091,0500000US20091,"Johnson County, Kansas",97.5,37.9,4.82306983015894,7.92327242321789
20093,0500000US20093,"Kearny County, Kansas",92.5,34.7,2.48818113958696,31.9731276436925
20095,0500000US20095,"Kingman County, Kansas",103.3,44.8,0.146764509673115,3.89593062041361
20097,0500000US20097,"Kiowa County, Kansas",91.5,41.3,0.814000814000814,5.73870573870574
20099,0500000US20099,"Labette County, Kansas",100.1,40.7,4.1538918010088,4.93521906834141
20101,0500000US20101,"Lane County, Kansas",98.4,46.6,0,11.2367021276596
20103,0500000US20103,"Leavenworth County, Kansas",114.2,38.1,8.10896925282778,7.2903518339236
20105,0500000US20105,"Lincoln County, Kansas",105.4,44.8,0.13550135501355,3.76016260162602
20107,0500000US20107,"Linn County, Kansas",104.5,44.8,0.868935553946416,3.01024102617151
20109,0500000US20109,"Logan County, Kansas",106.3,40.3,0.072020165646381,5.90565358300324
20111,0500000US20111,"Lyon County, Kansas",92.9,33,1.85345627823504,21.9042019926976
20113,0500000US20113,"McPherson County, Kansas",98.7,40.3,1.40723244286237,4.50447453341761
20115,0500000US20115,"Marion County, Kansas",100,44.1,0.98509724677949,3.95722825629368
20117,0500000US20117,"Marshall County, Kansas",100.7,42.6,0.530265132566283,2.62131065532766
20119,0500000US20119,"Meade County, Kansas",101.3,37,0.366837857666911,22.2548300317926
20121,0500000US20121,"Miami County, Kansas",101.8,42.5,0.862576542628356,3.41792275082431
20123,0500000US20123,"Mitchell County, Kansas",105.3,42.6,0.4418762746431,2.32834806254249
20125,0500000US20125,"Montgomery County, Kansas",101.6,40.8,4.88020455191136,7.13406357523912
20127,0500000US20127,"Morris County, Kansas",105.5,46.6,0.148781848614469,5.31895108796727
20129,0500000US20129,"Morton County, Kansas",91.8,36.8,0.32798833819242,23.6151603498542
20131,0500000US20131,"Nemaha County, Kansas",102.4,40.2,0.50014710208885,2.21633813866824
20133,0500000US20133,"Neosho County, Kansas",96.4,39.9,1.2432500313952,6.09694838628658
20135,0500000US20135,"Ness County, Kansas",104,49,0.772911299227089,11.5936694884063
20137,0500000US20137,"Norton County, Kansas",127.6,43.4,3.13358988455195,5.44255085211655
20139,0500000US20139,"Osage County, Kansas",101.8,43.4,0.543925115425969,3.55448738220226
20141,0500000US20141,"Osborne County, Kansas",101.4,46.1,0.484054669703872,2.47722095671982
20143,0500000US20143,"Ottawa County, Kansas",108.6,42.4,0.899965385946694,3.13257182416061
20145,0500000US20145,"Pawnee County, Kansas",125.4,46.8,6.84392699811202,7.70925110132159
20147,0500000US20147,"Phillips County, Kansas",101.9,43.9,1.9115890083632,3.42493030665074
20149,0500000US20149,"Pottawatomie County, Kansas",100,35.5,1.82999760784626,5.29064667889323
20151,0500000US20151,"Pratt County, Kansas",99.7,38.7,1.96417008417872,7.16598316425642
20153,0500000US20153,"Rawlins County, Kansas",107.1,46.8,0.632161201106282,7.42789411299882
20155,0500000US20155,"Reno County, Kansas",102.2,40.7,2.43430909764624,9.84034412205378
20157,0500000US20157,"Republic County, Kansas",98.3,48.6,0.764818355640535,2.44316974718504
20159,0500000US20159,"Rice County, Kansas",107,39.2,1.78571428571429,11.5278951817413
20161,0500000US20161,"Riley County, Kansas",110,25.5,6.21057271149555,8.43640671055894
20163,0500000US20163,"Rooks County, Kansas",95.5,45,1.20603015075377,2.71356783919598
20165,0500000US20165,"Rush County, Kansas",102.7,46.1,0.277488727020465,4.30107526881721
20167,0500000US20167,"Russell County, Kansas",97.2,45.3,1.67481843782422,4.00177856825256
20169,0500000US20169,"Saline County, Kansas",99.8,39.5,2.90006988120196,11.8191180256721
20171,0500000US20171,"Scott County, Kansas",110.4,36.9,0,20.3176447801666
20173,0500000US20173,"Sedgwick County, Kansas",98.5,35.7,8.35576511094844,15.1579254784645
20175,0500000US20175,"Seward County, Kansas",110.8,30.2,2.6684066057688,63.0697925572605
20177,0500000US20177,"Shawnee County, Kansas",94.7,39.4,8.27520343138624,12.9000910344982
20179,0500000US20179,"Sheridan County, Kansas",102.9,43,0.569337128914193,5.61203741358276
20181,0500000US20181,"Sherman County, Kansas",107.5,39.1,1.47527242246438,12.3051131601006
20183,0500000US20183,"Smith County, Kansas",103.1,49.9,0.36231884057971,2.50836120401338
20185,0500000US20185,"Stafford County, Kansas",109.6,43.2,0.267900633219679,13.321967851924
20187,0500000US20187,"Stanton County, Kansas",120.5,35.3,0,41.139846743295
20189,0500000US20189,"Stevens County, Kansas",114.8,35.7,0.413533834586466,37.406015037594
20191,0500000US20191,"Sumner County, Kansas",104.1,42.1,0.822899615095341,5.68508605052427
20193,0500000US20193,"Thomas County, Kansas",96,35.8,0.809921538850924,7.45380916223741
20195,0500000US20195,"Trego County, Kansas",102.1,47.6,0.141592920353982,1.98230088495575
20197,0500000US20197,"Wabaunsee County, Kansas",104,43.1,0.726638569975294,4.15637262025868
20199,0500000US20199,"Wallace County, Kansas",98.8,42.8,0.327011118378025,6.34401569653368
20201,0500000US20201,"Washington County, Kansas",107.6,45.1,0.235038871813415,4.08606038691014
20203,0500000US20203,"Wichita County, Kansas",92,39.2,0.744186046511628,25.953488372093
20205,0500000US20205,"Wilson County, Kansas",99.3,42.3,0.321358889016412,3.46608516010559
20207,0500000US20207,"Woodson County, Kansas",112.5,50,0.0632511068943707,0.664136622390892
20209,0500000US20209,"Wyandotte County, Kansas",100.1,34.1,20.6869716573696,29.7250093564542
21001,0500000US21001,"Adair County, Kentucky",101.9,40,2.29927782497876,2.31520815632965
21003,0500000US21003,"Allen County, Kentucky",98.9,40.5,0.529023490584353,2.27625703746845
21005,0500000US21005,"Anderson County, Kentucky",100.1,41.6,2.44438805717669,2.08069018015732
21007,0500000US21007,"Ballard County, Kentucky",102.5,44.1,3.85206040440236,1.57409777322754
21009,0500000US21009,"Barren County, Kentucky",94.7,40.3,3.53004946134562,3.50972288095399
21011,0500000US21011,"Bath County, Kentucky",101.3,40.4,1.54574132492114,1.76656151419558
21013,0500000US21013,"Bell County, Kentucky",99,41.4,2.11153440868931,1.27259463402772
21015,0500000US21015,"Boone County, Kentucky",99,38,3.70210774225663,4.41459446206881
21017,0500000US21017,"Bourbon County, Kentucky",98.1,41.4,5.11316010058676,7.09531088210641
21019,0500000US21019,"Boyd County, Kentucky",100.7,41.9,1.89898239313064,1.91755939480257
21021,0500000US21021,"Boyle County, Kentucky",101.1,39.9,7.83747415405822,3.44940759460435
21023,0500000US21023,"Bracken County, Kentucky",102.6,41.9,2.07290922087205,0.607576840600429
21025,0500000US21025,"Breathitt County, Kentucky",101.7,42.7,1.04746557280984,1.06944037503662
21027,0500000US21027,"Breckinridge County, Kentucky",99.4,41.9,1.98083067092652,1.84811993118702
21029,0500000US21029,"Bullitt County, Kentucky",100.2,40.9,1.09385897294718,2.36146288343183
21031,0500000US21031,"Butler County, Kentucky",102.8,41.5,0.628373479416741,3.59300733102393
21033,0500000US21033,"Caldwell County, Kentucky",94.1,43,6.50265010679535,1.43975951269678
21035,0500000US21035,"Calloway County, Kentucky",95.8,36.1,3.54509130889491,2.77278699954413
21037,0500000US21037,"Campbell County, Kentucky",97.6,38.1,2.56818206250067,2.19730604259162
21039,0500000US21039,"Carlisle County, Kentucky",101.4,42.2,0.808960796515246,2.50985272764987
21041,0500000US21041,"Carroll County, Kentucky",105.9,38.3,3.47890451517395,6.77276091783864
21043,0500000US21043,"Carter County, Kentucky",97.4,41.5,0.365398956002983,0.950782997762864
21045,0500000US21045,"Casey County, Kentucky",92.9,42.6,0.857340982159743,3.02590934879909
21047,0500000US21047,"Christian County, Kentucky",113.2,28.3,19.6747585558948,8.30374290175056
21049,0500000US21049,"Clark County, Kentucky",95.3,41.5,4.30330101318226,3.23837019283146
21051,0500000US21051,"Clay County, Kentucky",112.3,39.8,5.29681702792423,1.19605545791838
21053,0500000US21053,"Clinton County, Kentucky",102.1,42.6,0.373452838241571,3.06231327358088
21055,0500000US21055,"Crittenden County, Kentucky",103.3,43.6,0.666888962987663,1.60053351117039
21057,0500000US21057,"Cumberland County, Kentucky",95.8,45.5,2.57346837124357,1.46106591399635
21059,0500000US21059,"Daviess County, Kentucky",96.1,38.7,4.74104285379752,3.40234954336117
21061,0500000US21061,"Edmonson County, Kentucky",105.4,44.1,1.55363748458693,1.51253596383066
21063,0500000US21063,"Elliott County, Kentucky",131.7,43.6,3.39897491232803,0.701375775559752
21065,0500000US21065,"Estill County, Kentucky",100.1,43.8,0.0565091474182383,0.607473334746062
21067,0500000US21067,"Fayette County, Kentucky",96.7,35,14.5916963846724,7.36508647784064
21069,0500000US21069,"Fleming County, Kentucky",97.9,40.6,1.51373699653241,1.08695652173913
21071,0500000US21071,"Floyd County, Kentucky",95.7,42.7,0.891300135632629,0.431810003598417
21073,0500000US21073,"Franklin County, Kentucky",93.6,40.5,9.47212533369707,3.74909877433309
21075,0500000US21075,"Fulton County, Kentucky",103.2,39.2,22.2529583525434,1.6597510373444
21077,0500000US21077,"Gallatin County, Kentucky",105.8,38.6,2.27743271221532,5.22199217851392
21079,0500000US21079,"Garrard County, Kentucky",97.9,43.4,2.3680808555647,2.30344341285698
21081,0500000US21081,"Grant County, Kentucky",96,36.1,0.0923027530299382,2.97776707600931
21083,0500000US21083,"Graves County, Kentucky",94.7,39.6,4.14447222524187,7.22632894879878
21085,0500000US21085,"Grayson County, Kentucky",98.9,40.4,0.288414101931616,1.43068574247657
21087,0500000US21087,"Green County, Kentucky",100.5,44.2,1.81312269993717,1.61565389103312
21089,0500000US21089,"Greenup County, Kentucky",96,43.6,0.86676297366374,1.13068118679853
21091,0500000US21091,"Hancock County, Kentucky",106,40.2,1.40331491712707,0.828729281767956
21093,0500000US21093,"Hardin County, Kentucky",99.6,36.8,11.8137904734233,5.93186481922022
21095,0500000US21095,"Harlan County, Kentucky",93.2,41,2.24360164927009,0.453177816574422
21097,0500000US21097,"Harrison County, Kentucky",97,42.2,1.53558052434457,2.50401284109149
21099,0500000US21099,"Hart County, Kentucky",98.5,40.1,3.99083046785454,2.00062519537355
21101,0500000US21101,"Henderson County, Kentucky",92.9,41,6.9553456609463,2.80475366946033
21103,0500000US21103,"Henry County, Kentucky",98.6,41.5,2.7021859664776,3.4924479000701
21105,0500000US21105,"Hickman County, Kentucky",92.8,44.7,8.80989180834621,2.23007286376684
21107,0500000US21107,"Hopkins County, Kentucky",96.2,41.4,6.14324705053707,2.22090156717732
21109,0500000US21109,"Jackson County, Kentucky",102.8,41,0.345383375546857,0.268631514314222
21111,0500000US21111,"Jefferson County, Kentucky",94.5,38.4,21.9795271696165,6.00551733681509
21113,0500000US21113,"Jessamine County, Kentucky",94.5,38.2,4.44771389769126,3.79508073034556
21115,0500000US21115,"Johnson County, Kentucky",97.5,41.5,0.829165569886812,0.399227866982539
21117,0500000US21117,"Kenton County, Kentucky",99,37.4,4.49947701231398,3.51828079684306
21119,0500000US21119,"Knott County, Kentucky",98.6,44,0.992692678891493,0.985798979732525
21121,0500000US21121,"Knox County, Kentucky",94.1,39,0.948397931965621,1.41930384957355
21123,0500000US21123,"Larue County, Kentucky",100.2,42.5,3.35861321776815,3.37215601300108
21125,0500000US21125,"Laurel County, Kentucky",97.5,40.1,0.713480431631503,1.57835400225479
21127,0500000US21127,"Lawrence County, Kentucky",98.1,41.8,0.135184957601082,1.13678259800909
21129,0500000US21129,"Lee County, Kentucky",131.2,42.4,1.29423103400799,1.17031529670935
21131,0500000US21131,"Leslie County, Kentucky",102.8,42.9,0.357748070043306,0.131801920542271
21133,0500000US21133,"Letcher County, Kentucky",98.6,42.5,0.413147264047007,0.922695556371649
21135,0500000US21135,"Lewis County, Kentucky",101.6,42.6,0.0686865603296955,0.0534228802564298
21137,0500000US21137,"Lincoln County, Kentucky",96.9,41.1,2.01941268405034,1.78497984700173
21139,0500000US21139,"Livingston County, Kentucky",96.4,46.4,0.689731894537768,2.29168984314162
21141,0500000US21141,"Logan County, Kentucky",95.5,40.7,6.21545444562393,2.97595080347011
21143,0500000US21143,"Lyon County, Kentucky",120.9,49.5,5.04597701149425,2.47126436781609
21145,0500000US21145,"McCracken County, Kentucky",92.8,42.4,10.3881651185565,2.71092382111167
21147,0500000US21147,"McCreary County, Kentucky",122.6,39.7,6.42454822811547,1.3846514902605
21149,0500000US21149,"McLean County, Kentucky",99.6,43.8,1.30690481376606,1.80788499237639
21151,0500000US21151,"Madison County, Kentucky",95.9,34.3,4.13475931188581,2.65418573876825
21153,0500000US21153,"Magoffin County, Kentucky",101.2,42.1,0.0338466745642241,1.21848028431207
21155,0500000US21155,"Marion County, Kentucky",102.6,39.8,6.89813867866639,2.80220904070362
21157,0500000US21157,"Marshall County, Kentucky",98.6,45.1,0.878024129871771,1.77499842081991
21159,0500000US21159,"Martin County, Kentucky",127.2,40.3,5.33614182903282,1.67632087063367
21161,0500000US21161,"Mason County, Kentucky",97.6,41.6,6.18020230368941,2.14582237034438
21163,0500000US21163,"Meade County, Kentucky",102.4,39,3.7800571716832,3.85404405582647
21165,0500000US21165,"Menifee County, Kentucky",117.3,42,0.162628069604814,2.95983086680761
21167,0500000US21167,"Mercer County, Kentucky",97.3,42.8,3.78727191811304,3.1330663106364
21169,0500000US21169,"Metcalfe County, Kentucky",97.3,43.3,2.07299270072993,1.53771289537713
21171,0500000US21171,"Monroe County, Kentucky",100.9,41.1,2.12086254326027,3.21235247138167
21173,0500000US21173,"Montgomery County, Kentucky",95.5,40.1,2.72397094430993,2.96966244124769
21175,0500000US21175,"Morgan County, Kentucky",132.3,42.9,3.36915480685449,1.29247749056056
21177,0500000US21177,"Muhlenberg County, Kentucky",97.8,43.2,4.4919544677695,1.67037502821579
21179,0500000US21179,"Nelson County, Kentucky",100.2,40,5.12704565030146,2.29758828596038
21181,0500000US21181,"Nicholas County, Kentucky",97.7,40.5,1.23719568976985,0.106425435679127
21183,0500000US21183,"Ohio County, Kentucky",101.3,40.5,1.19441766899962,3.44495201374628
21185,0500000US21185,"Oldham County, Kentucky",111.2,39.8,3.7626135590211,4.02006332672447
21187,0500000US21187,"Owen County, Kentucky",104.2,42.6,0.474910394265233,0.403225806451613
21189,0500000US21189,"Owsley County, Kentucky",92,48.4,2.02735710796287,0
21191,0500000US21191,"Pendleton County, Kentucky",106.7,40.6,0.67008547008547,1.45641025641026
21193,0500000US21193,"Perry County, Kentucky",98.7,41.2,1.09426128566905,1.11537243587488
21195,0500000US21195,"Pike County, Kentucky",95.4,42.6,0.824931255728689,0.972604134840615
21197,0500000US21197,"Powell County, Kentucky",102.5,39.5,0.268199233716475,1.01915708812261
21199,0500000US21199,"Pulaski County, Kentucky",95.3,41.8,0.917842298005161,2.61445987916622
21201,0500000US21201,"Robertson County, Kentucky",81,39.3,0.273224043715847,0.819672131147541
21203,0500000US21203,"Rockcastle County, Kentucky",96.8,42,0.0989670316075957,1.01441207397786
21205,0500000US21205,"Rowan County, Kentucky",92,31.1,1.86987912711933,1.89827208566561
21207,0500000US21207,"Russell County, Kentucky",96.7,42.5,1.25076777039477,3.83047629683399
21209,0500000US21209,"Scott County, Kentucky",96.7,36,4.72923738603444,4.40400234595767
21211,0500000US21211,"Shelby County, Kentucky",95.3,39.9,6.36954737705953,9.6542726679713
21213,0500000US21213,"Simpson County, Kentucky",97.2,39,9.05092113434072,2.69095425377769
21215,0500000US21215,"Spencer County, Kentucky",103,43,1.7085583714167,2.5498545907769
21217,0500000US21217,"Taylor County, Kentucky",96.6,37.3,4.64775705256667,2.50501002004008
21219,0500000US21219,"Todd County, Kentucky",100.7,37.2,7.80763558905456,4.59610027855153
21221,0500000US21221,"Trigg County, Kentucky",98.8,45.7,7.1941423189024,2.36013364612213
21223,0500000US21223,"Trimble County, Kentucky",102.3,43.4,0.19995295224653,3.38743824982357
21225,0500000US21225,"Union County, Kentucky",108.2,39,14.6162773828522,1.45074713477441
21227,0500000US21227,"Warren County, Kentucky",97.1,33.1,8.56503723276483,5.5226098967091
21229,0500000US21229,"Washington County, Kentucky",98.7,41.7,5.92958099857824,1.74793008279669
21231,0500000US21231,"Wayne County, Kentucky",98.1,43.2,1.11431899913894,3.58101605632376
21233,0500000US21233,"Webster County, Kentucky",98.3,40.1,3.74018777897491,5.74111128213021
21235,0500000US21235,"Whitley County, Kentucky",98.1,36.5,1.02520640822352,1.45716004155503
21237,0500000US21237,"Wolfe County, Kentucky",105.5,41.2,0.09000900090009,0.015001500150015
21239,0500000US21239,"Woodford County, Kentucky",88.4,42.5,3.96143209507437,6.68211376037073
22001,0500000US22001,"Acadia Parish, Louisiana",97.9,36.8,16.5841924398625,2.88659793814433
22003,0500000US22003,"Allen Parish, Louisiana",133.3,38.4,18.1069958847737,7.08252111760884
22005,0500000US22005,"Ascension Parish, Louisiana",97.5,36.2,22.7753434060452,5.97977476075314
22007,0500000US22007,"Assumption Parish, Louisiana",90.4,41.6,29.7247964055041,3.25751193484976
22009,0500000US22009,"Avoyelles Parish, Louisiana",102.3,39.2,27.1990972918756,2.07372116349047
22011,0500000US22011,"Beauregard Parish, Louisiana",104.8,37.3,12.0712853886921,3.84435840404207
22013,0500000US22013,"Bienville Parish, Louisiana",90.1,42.1,42.1934501142422,2.02589489718203
22015,0500000US22015,"Bossier Parish, Louisiana",97.6,35.6,23.5440595138046,6.79724219503844
22017,0500000US22017,"Caddo Parish, Louisiana",90.6,38.3,48.9925972265666,2.93483474090293
22019,0500000US22019,"Calcasieu Parish, Louisiana",96.3,36.3,25.0350347525935,4.00995081026683
22021,0500000US22021,"Caldwell Parish, Louisiana",109.7,40.9,19.625012877305,0.710827238075616
22023,0500000US22023,"Cameron Parish, Louisiana",99.1,44.2,1.23893805309735,4.99115044247788
22025,0500000US22025,"Catahoula Parish, Louisiana",109,38.7,32.565536909071,1.31622244159263
22027,0500000US22027,"Claiborne Parish, Louisiana",134,41.6,51.9991698948534,1.59795240730493
22029,0500000US22029,"Concordia Parish, Louisiana",104,37.1,40.0547685502133,1.76944546842909
22031,0500000US22031,"De Soto Parish, Louisiana",96.1,39.1,34.9065403126516,3.07801365518785
22033,0500000US22033,"East Baton Rouge Parish, Louisiana",92.2,34.5,45.3793745485205,4.37526210514066
22035,0500000US22035,"East Carroll Parish, Louisiana",123.6,35.1,67.208744334844,1.85283924286857
22037,0500000US22037,"East Feliciana Parish, Louisiana",125,43.9,41.5764753930978,1.74596691852154
22039,0500000US22039,"Evangeline Parish, Louisiana",106.7,36.8,26.5443481467822,3.94922859425902
22041,0500000US22041,"Franklin Parish, Louisiana",95.3,38.4,33.1246243237828,0.490883590462833
22043,0500000US22043,"Grant Parish, Louisiana",132.3,38.2,15.9381183666127,5.25274329915452
22045,0500000US22045,"Iberia Parish, Louisiana",97.6,37.3,31.5352108681471,4.38044187299696
22047,0500000US22047,"Iberville Parish, Louisiana",102.6,39.5,46.9478972953574,2.88081954911748
22049,0500000US22049,"Jackson Parish, Louisiana",105,41,26.7451031944262,1.84041014854739
22051,0500000US22051,"Jefferson Parish, Louisiana",94.6,39.7,26.8717484217186,14.860651521841
22053,0500000US22053,"Jefferson Davis Parish, Louisiana",97,37.2,16.2534862101023,2.54725751471955
22055,0500000US22055,"Lafayette Parish, Louisiana",95.3,35.8,25.7043698921521,4.61328589850439
22057,0500000US22057,"Lafourche Parish, Louisiana",97.5,38.7,13.3695752326546,4.4421921230177
22059,0500000US22059,"LaSalle Parish, Louisiana",112,39.3,12.0446851726473,2.94515910629655
22061,0500000US22061,"Lincoln Parish, Louisiana",96.1,28.3,37.9799648869152,3.14778477744501
22063,0500000US22063,"Livingston Parish, Louisiana",98.2,36.6,6.74337324627633,4.1897956145388
22065,0500000US22065,"Madison Parish, Louisiana",97.1,36.1,63.523356317374,2.39875691949111
22067,0500000US22067,"Morehouse Parish, Louisiana",94,40.3,48.7389757078756,0.820052607148383
22069,0500000US22069,"Natchitoches Parish, Louisiana",93,33.7,42.6113573991978,2.43297445640701
22071,0500000US22071,"Orleans Parish, Louisiana",90.4,37.7,58.1409157911734,5.55089667529572
22073,0500000US22073,"Ouachita Parish, Louisiana",92.2,36.4,37.5504752632203,2.28862800901221
22075,0500000US22075,"Plaquemines Parish, Louisiana",98.1,36,20.5047586675731,7.94952413324269
22077,0500000US22077,"Pointe Coupee Parish, Louisiana",96.4,43.4,34.2274831750274,2.92587465992077
22079,0500000US22079,"Rapides Parish, Louisiana",94.4,37.6,31.1891092220544,3.38190542622586
22081,0500000US22081,"Red River Parish, Louisiana",98.4,37.5,42.0572749454219,0.500834724540902
22083,0500000US22083,"Richland Parish, Louisiana",97.7,39.2,35.7981103928394,2.26752859273993
22085,0500000US22085,"Sabine Parish, Louisiana",99.4,41.4,14.5014970728873,4.02645573580015
22087,0500000US22087,"St. Bernard Parish, Louisiana",95.9,35,23.9976267086557,10.2713310969626
22089,0500000US22089,"St. Charles Parish, Louisiana",100.7,38.4,26.2311346854668,6.40514395832936
22091,0500000US22091,"St. Helena Parish, Louisiana",92,42,51.3096222773642,2.0310633213859
22093,0500000US22093,"St. James Parish, Louisiana",93.6,40,49.3624325649828,1.77047572339382
22095,0500000US22095,"St. John the Baptist Parish, Louisiana",96.9,38,57.5964780816785,6.70663169726489
22097,0500000US22097,"St. Landry Parish, Louisiana",94.1,37.2,40.5860311570019,2.37111290497476
22099,0500000US22099,"St. Martin Parish, Louisiana",97.4,38.7,29.3286354410019,3.07341733369078
22101,0500000US22101,"St. Mary Parish, Louisiana",98.1,39.3,30.1457304588703,7.07374844433739
22103,0500000US22103,"St. Tammany Parish, Louisiana",95.6,40.4,11.8752354461014,5.9106008774767
22105,0500000US22105,"Tangipahoa Parish, Louisiana",94.6,35.6,29.9897352292969,4.4629109682094
22107,0500000US22107,"Tensas Parish, Louisiana",92.2,44.8,53.1037713750293,2.95151089248067
22109,0500000US22109,"Terrebonne Parish, Louisiana",97.8,36.6,18.9863760217984,5.20254314259764
22111,0500000US22111,"Union Parish, Louisiana",101.7,41.7,24.2525385483264,4.95487025197443
22113,0500000US22113,"Vermilion Parish, Louisiana",95.6,38.6,14.0441367373431,3.6728688879273
22115,0500000US22115,"Vernon Parish, Louisiana",113.6,30.7,14.0367683026251,9.5752486548182
22117,0500000US22117,"Washington Parish, Louisiana",99.7,39.8,30.7856924487924,2.48940909289427
22119,0500000US22119,"Webster Parish, Louisiana",96.5,41.2,34.1872791519435,2.06124852767962
22121,0500000US22121,"West Baton Rouge Parish, Louisiana",95.3,36.6,40.8624002364765,3.2811114395507
22123,0500000US22123,"West Carroll Parish, Louisiana",103.5,40.8,16.1160759112361,4.22733206145195
22125,0500000US22125,"West Feliciana Parish, Louisiana",205.3,41.9,44.3524194600235,1.55210643015521
22127,0500000US22127,"Winn Parish, Louisiana",116.1,40.5,32.1945945945946,1.96756756756757
23001,0500000US23001,"Androscoggin County, Maine",96.3,40.7,2.81577850658646,1.96597147982388
23003,0500000US23003,"Aroostook County, Maine",100.1,47.9,0.795278867879653,1.41663693661553
23005,0500000US23005,"Cumberland County, Maine",95.5,41.9,3.18841928877304,2.20197090193366
23007,0500000US23007,"Franklin County, Maine",97.4,46.3,0.312001899141995,1.39383457116695
23009,0500000US23009,"Hancock County, Maine",95.1,49.2,0.85713770142736,1.60961437825938
23011,0500000US23011,"Kennebec County, Maine",95.8,44.1,0.696714330902809,1.69677110622663
23013,0500000US23013,"Knox County, Maine",101.4,48.7,0.439300081443274,1.60418569066364
23015,0500000US23015,"Lincoln County, Maine",96.9,51.3,0.359332667902467,1.34892342791958
23017,0500000US23017,"Oxford County, Maine",99.6,47.6,0.335599494870863,1.52922656425692
23019,0500000US23019,"Penobscot County, Maine",98.8,42.1,0.96445066388106,1.52485694200813
23021,0500000US23021,"Piscataquis County, Maine",102.4,51.3,0.590692124105012,2.14200477326969
